timestamp,intended_timestamp,snapshot_date,snapshot_weekday,session_label,expiry,nq_price,qqq_price,gamma_flip,gamma_regime,vol_regime,iv,rv_iv_ratio,hv5,hv10,hv21,hv63,strike_futures,strike_etf,dist_nq,dist_pct,net_gex,abs_gex,net_vex,net_charmex,net_dex,net_dag,net_vegaex,total_oi,score,type
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-04,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27528.33,670.0,-2992.6699999999983,-9.805281609383696,-207205.09999999998,245668.32,3198081.61,623860.3200000001,1819577.7800000003,2.754953,890.99,396,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-02,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27531.94,670.0,-2989.0600000000013,-9.793453687624918,-995950.17,1065233.67,4983066.53,10677754.27,-2433852.69,-8.573781,2927.7,738,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-03,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27532.84,670.0,-2988.16,-9.790504898266766,-227367.27,278075.08999999997,2264006.67,1411117.93,1665110.07,3.323653,778.74,340,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-04,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27569.41,671.0,-2951.59,-9.670685757347401,-1880.66,1880.66,29073.39,4707.47,-3635.05,-0.005561,6.71,3,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-02,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27573.03,671.0,-2947.970000000001,-9.658825071262413,-158387.27,158387.27,800448.56,1566051.74,-608987.61,-2.159692,425.12,109,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-03,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27573.93,671.0,-2947.0699999999997,-9.655876281904261,-10674.83,20528.510000000002,106768.91,102696.95,399592.04000000004,0.800799,56.42,25,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-04,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27610.5,672.0,-2910.5,-9.536057140984894,-8241.0,8241.0,127582.78,20328.74,-15663.69,-0.024234,28.95,13,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-02,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27614.12,672.0,-2906.880000000001,-9.524196454899908,-482665.99,497292.23,2463827.25,4849018.949999999,-1485484.14,-5.302618000000001,1303.2,340,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-03,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27615.03,672.0,-2905.970000000001,-9.521214901215561,16494.38,29689.88,-165693.40999999997,146392.78,2014487.8399999999,4.054714,80.09,36,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-04,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27651.59,673.0,-2869.41,-9.401428524622391,-7698.3,7698.3,119332.66,18710.65,-14390.02,-0.02253,26.61,12,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-02,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27655.21,673.0,-2865.790000000001,-9.389567838537403,-1274745.74,1283577.7,6572535.23,12340254.36,-4430416.06,-15.916212999999999,3283.5800000000004,872,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-03,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27656.12,673.0,-2864.880000000001,-9.386586284853056,-18229.92,18229.92,183902.59,88576.21,-39170.12,-0.079215,48.26,22,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-04,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27692.68,674.0,-2828.3199999999997,-9.266799908259886,-4548.13,4548.13,70578.6,10889.29,-8361.7,-0.013259,15.47,7,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-02,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27696.31,674.0,-2824.6899999999987,-9.25490645784869,-1019064.0800000001,1022026.48,5307023.39,9685563.190000001,-3521983.72,-12.731804,2551.6299999999997,690,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-03,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27697.21,674.0,-2823.790000000001,-9.25195766849055,-13326.61,13326.61,134990.37,63794.18,-28023.53,-0.056966,34.61,16,,
2026-06-02T07:14:15 ET,2026-06-02T07:10:00 ET,2026-06-02,Tue,0714ET,2026-06-04,30521.0,742.74,30528.3,NEAR_FLIP,EXPANSION,,,9.85,11.9,15.23,18.76,27733.76,675.0,-2787.2400000000016,-9.132204056223589,-65859.24,82982.64,1022945.15,195673.44,815493.6,1.310771,277.81,126,,
